"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen1Km_2";"Binnen3Km_3";"Binnen5Km_4";"AfstandTotHuisartsenpost_5";"AfstandTotApotheek_6";"AfstandTotZiekenhuis_7";"Binnen5Km_8";"Binnen10Km_9";"Binnen20Km_10";"AfstandTotZiekenhuis_11";"Binnen5Km_12";"Binnen10Km_13";"Binnen20Km_14";"AfstandTotConsultatiebureau_15";"AfstandTotFysiotherapeut_16";"Binnen1Km_17";"Binnen3Km_18";"Binnen5Km_19";"AfstandTotGroteSupermarkt_20";"Binnen1Km_21";"Binnen3Km_22";"Binnen5Km_23";"AfstandTotOvDagelLevensmiddelen_24";"Binnen1Km_25";"Binnen3Km_26";"Binnen5Km_27";"AfstandTotWarenhuis_28";"Binnen5Km_29";"Binnen10Km_30";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen1Km_33";"Binnen3Km_34";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen1Km_37";"Binnen3Km_38";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen1Km_41";"Binnen3Km_42";"Binnen5Km_43";"AfstandTotHotelED_44";"Binnen5Km_45";"Binnen10Km_46";"Binnen20Km_47";"AfstandTotKinderdagverblijf_48";"Binnen1Km_49";"Binnen3Km_50";"Binnen5Km_51";"AfstandTotBuitenschoolseOpvang_52";"Binnen1Km_53";"Binnen3Km_54";"Binnen5Km_55";"AfstandTotSchool_56";"Binnen1Km_57";"Binnen3Km_58";"Binnen5Km_59";"AfstandTotSchool_60";"Binnen3Km_61";"Binnen5Km_62";"Binnen10Km_63";"AfstandTotSchool_64";"Binnen3Km_65";"Binnen5Km_66";"Binnen10Km_67";"AfstandTotSchool_68";"Binnen3Km_69";"Binnen5Km_70";"Binnen10Km_71";"Binnen10Km_72";"Binnen20Km_73";"Binnen50Km_74";"Binnen10Km_75";"Binnen20Km_76";"Binnen50Km_77";"Binnen10Km_78";"Binnen20Km_79";"Binnen50Km_80";"Binnen10Km_81";"Binnen20Km_82";"Binnen50Km_83";"Binnen10Km_84";"Binnen20Km_85";"Binnen50Km_86";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotParkOfPlantsoen_88";"AfstandTotDagrecreatiefTerrein_89";"AfstandTotBos_90";"AfstandTotOpenNatTerreinTotaal_91";"AfstandTotOpenDroogNatTerrein_92";"AfstandTotOpenNatNatuurlijkTerrein_93";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotVolkstuin_96";"AfstandTotVerblijfsrecreatiefTerrein_97";"AfstandTotBegraafplaats_98";"AfstandTotRecreatiefBinnenwater_99";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102";"AfstandTotBibliotheek_103";"AfstandTotZwembad_104";"AfstandTotKunstijsbaan_105";"AfstandTotMuseum_106";"Binnen5Km_107";"Binnen10Km_108";"Binnen20Km_109";"AfstandTotPodiumkunstenTotaal_110";"Binnen5Km_111";"Binnen10Km_112";"Binnen20Km_113";"AfstandTotPoppodium_114";"AfstandTotBioscoop_115";"Binnen5Km_116";"Binnen10Km_117";"Binnen20Km_118";"AfstandTotSauna_119";"AfstandTotZonnebank_120";"AfstandTotAttractie_121";"Binnen10Km_122";"Binnen20Km_123";"Binnen50Km_124";"AfstandTotBrandweerkazerne_125"
"287";"CR01  ";"2021JJ00";"     1.6";"     0.7";"     2.2";"     3.3";"    10.4";"     1.8";"     8.0";"     0.4";"     0.7";"     2.2";"    10.4";"     0.2";"     0.4";"     1.4";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.1";"     3.9";"     5.4";"     1.1";"     3.1";"    11.2";"    15.7";"     4.4";"     0.7";"     1.3";"     4.5";"     1.8";"     1.2";"     5.6";"     7.6";"     1.1";"     2.7";"    11.0";"    14.9";"     1.2";"     2.5";"    10.0";"    13.6";"     3.3";"     1.3";"     3.3";"    18.5";"     1.0";"     1.4";"     5.7";"     9.5";"     1.3";"     1.1";"     4.8";"     7.6";"     1.0";"     1.2";"     4.8";"     7.8";"     3.1";"     2.1";"     2.6";"     4.8";"     3.2";"     2.1";"     2.5";"     4.6";"     4.8";"     0.9";"     1.1";"     1.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     8.9";"    30.8";"     2.1";"     5.2";"    38.4";"     4.6";"     0.8";"     1.4";"     5.2";"     5.4";"     0.5";"     0.9";"     2.7";"    38.3";"    14.4";"     0.1";"     0.2";"     1.1";"    11.3";"     4.2";"     7.9";"     0.7";"     3.6";"    18.2";"     2.7"
"303";"CR02  ";"2021JJ00";"     1.7";"     0.4";"     1.2";"     2.1";"     6.4";"     1.6";"     7.0";"     0.4";"     0.7";"     1.3";"    20.5";"     0.0";"     0.0";"     0.3";"       .";"       .";"       .";"       .";"       .";"     1.5";"     0.9";"     2.8";"     4.6";"     1.5";"     2.5";"     9.8";"    15.5";"     4.3";"     0.9";"     1.6";"     3.2";"     1.6";"     1.2";"     4.2";"     6.9";"     1.2";"     1.7";"     5.9";"     9.9";"     1.4";"     2.2";"     7.7";"    13.3";"     2.1";"     4.0";"     8.0";"    20.3";"     1.1";"     0.9";"     3.6";"     6.2";"     2.0";"     0.7";"     2.3";"     3.8";"     1.1";"     1.1";"     5.2";"     9.0";"     4.4";"     1.3";"     2.3";"     3.3";"     4.6";"     0.7";"     1.2";"     1.9";"     6.1";"     0.3";"     0.5";"     0.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     3.1";"    27.1";"     2.4";"     5.5";"    24.6";"     4.6";"     0.9";"     1.5";"     4.1";"     6.9";"     0.4";"     0.7";"     1.7";"    26.2";"    24.8";"     0.0";"     0.0";"     0.4";"    20.6";"    20.6";"    16.5";"     0.1";"     1.0";"    10.5";"     2.1"
"319";"CR03  ";"2021JJ00";"     1.1";"     1.6";"     9.2";"    17.1";"     9.0";"     1.5";"     8.1";"     0.9";"     1.7";"     2.8";"     9.0";"     0.7";"     1.1";"     1.8";"       .";"       .";"       .";"       .";"       .";"     1.0";"     2.1";"    11.9";"    21.7";"     0.9";"     7.3";"    42.5";"    71.0";"     3.3";"     2.5";"     4.7";"    11.3";"     1.4";"     5.7";"    36.2";"    56.6";"     1.1";"     7.9";"    49.2";"    79.3";"     0.9";"    13.8";"    85.7";"   137.4";"     2.4";"    11.1";"    19.4";"    44.5";"     0.7";"     3.3";"    19.9";"    40.8";"     0.8";"     2.2";"    13.4";"    28.8";"     0.8";"     1.5";"     7.3";"    15.1";"     2.6";"     4.7";"     9.7";"    16.3";"     2.7";"     3.5";"     7.3";"    12.8";"     4.2";"     2.5";"     4.8";"     7.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     3.8";"    10.2";"     1.8";"     4.0";"    11.1";"     4.0";"     2.4";"     4.4";"    13.6";"     6.4";"     3.1";"     4.2";"     7.5";"     9.4";"     7.7";"     1.7";"     2.4";"     4.1";"    13.0";"     6.0";"     5.7";"     1.4";"     3.9";"    19.7";"     2.5"
"335";"CR04  ";"2021JJ00";"     1.5";"     0.9";"     4.4";"     7.3";"    11.6";"     1.7";"    12.7";"     0.3";"     0.4";"     1.0";"    15.1";"     0.3";"     0.4";"     0.8";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.4";"     6.9";"    11.3";"     1.1";"     4.7";"    21.5";"    32.8";"     4.2";"     1.1";"     2.1";"     5.9";"     2.0";"     2.5";"    14.0";"    20.2";"     1.3";"     3.3";"    17.1";"    26.2";"     1.3";"     5.7";"    31.6";"    46.4";"     3.2";"     4.8";"     9.4";"    25.2";"     0.8";"     1.9";"     9.0";"    16.9";"     1.1";"     1.6";"     7.7";"    14.4";"     0.8";"     1.4";"     5.9";"    10.8";"     3.5";"     3.1";"     5.4";"     8.5";"     3.7";"     2.0";"     3.4";"     5.5";"     5.6";"     1.6";"     2.6";"     4.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.8";"     6.5";"    15.9";"     3.1";"     4.7";"    16.2";"     4.1";"     2.2";"     3.6";"    10.3";"     9.4";"     0.6";"     0.9";"     2.4";"    13.3";"    13.2";"     0.6";"     0.8";"     1.6";"    11.4";"     8.8";"     8.2";"     2.0";"     4.7";"    15.6";"     2.6"
"351";"CR05  ";"2021JJ00";"     1.9";"     0.6";"     2.2";"     3.0";"    11.7";"     2.6";"     7.5";"     0.5";"     0.9";"     2.5";"    12.1";"     0.3";"     0.5";"     0.9";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.3";"     4.2";"     6.0";"     1.4";"     3.9";"    12.1";"    16.6";"     4.7";"     0.6";"     1.0";"     4.0";"     1.9";"     1.7";"     5.8";"     7.7";"     1.6";"     2.4";"     8.0";"    10.9";"     1.3";"     3.9";"    13.7";"    18.1";"     2.2";"     3.8";"     7.6";"    27.8";"     1.0";"     1.4";"     5.2";"     8.5";"     1.3";"     1.3";"     4.7";"     7.5";"     1.0";"     1.3";"     4.0";"     6.8";"     4.1";"     1.7";"     2.6";"     4.5";"     4.2";"     1.5";"     2.3";"     4.1";"     8.9";"     0.8";"     1.2";"     1.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"     8.4";"    23.4";"     3.3";"     4.5";"    24.8";"     3.8";"     1.2";"     2.1";"     8.0";"     9.7";"     0.6";"     0.9";"     2.3";"    13.5";"    12.2";"     0.3";"     0.4";"     1.0";"    12.9";"    21.0";"    10.4";"     0.6";"     2.5";"    16.2";"     2.5"
"367";"CR06  ";"2021JJ00";"     1.5";"     1.0";"     3.8";"     5.7";"     8.3";"     1.8";"     8.5";"     0.6";"     0.8";"     2.1";"     9.3";"     0.4";"     0.6";"     1.1";"       .";"       .";"       .";"       .";"       .";"     1.7";"     1.3";"     4.7";"     6.5";"     1.4";"     3.8";"    14.5";"    20.2";"     4.2";"     0.6";"     1.1";"     4.7";"     2.5";"     1.6";"     5.9";"     8.6";"     1.4";"     2.9";"    12.5";"    17.3";"     1.4";"     3.6";"    15.1";"    20.8";"     3.7";"     1.2";"     3.3";"    16.8";"     0.9";"     1.6";"     6.9";"    11.3";"     1.0";"     1.4";"     6.0";"     9.5";"     0.9";"     1.5";"     5.9";"    10.1";"     3.5";"     2.6";"     3.9";"     5.7";"     3.5";"     2.2";"     3.2";"     4.6";"     5.3";"     0.8";"     1.1";"     1.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"    13.0";"    16.7";"     2.8";"     4.4";"    18.2";"     4.5";"     0.8";"     1.6";"     6.9";"     7.2";"     0.7";"     1.1";"     2.7";"    16.3";"     8.7";"     0.4";"     0.6";"     1.1";"    11.8";"     8.3";"     6.9";"     1.0";"     3.0";"    28.4";"     2.8"
"383";"CR07  ";"2021JJ00";"     1.8";"     0.8";"     2.9";"     5.2";"     8.2";"     1.8";"     8.8";"     0.6";"     1.1";"     2.8";"     9.6";"     0.3";"     0.6";"     1.5";"       .";"       .";"       .";"       .";"       .";"     1.4";"     1.1";"     4.7";"     8.8";"     1.2";"     2.9";"    11.5";"    22.1";"     3.7";"     1.0";"     2.0";"     7.9";"     2.2";"     0.8";"     4.0";"     7.8";"     1.4";"     1.9";"     8.9";"    16.9";"     1.1";"     3.6";"    18.1";"    34.6";"     2.9";"     2.9";"     8.0";"    37.2";"     1.0";"     1.7";"     7.0";"    14.0";"     0.9";"     1.9";"     7.5";"    14.9";"     1.0";"     1.3";"     5.0";"    10.2";"     4.0";"     1.6";"     3.1";"     5.8";"     4.0";"     1.3";"     2.4";"     4.6";"     7.6";"     0.4";"     0.7";"     1.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.0";"     8.1";"    10.6";"     2.5";"     4.6";"    29.6";"     4.6";"     0.9";"     2.0";"     9.1";"     7.3";"     0.5";"     0.9";"     3.9";"    22.9";"     9.2";"     0.4";"     0.6";"     2.4";"    10.4";"     7.5";"     5.4";"     1.9";"     6.0";"    30.5";"     2.6"
"399";"CR08  ";"2021JJ00";"     1.6";"     0.6";"     1.6";"     3.5";"     9.6";"     2.0";"     7.8";"     0.4";"     0.6";"     1.8";"     9.7";"     0.3";"     0.5";"     1.2";"       .";"       .";"       .";"       .";"       .";"     1.3";"     1.1";"     3.6";"     7.4";"     1.2";"     2.9";"     9.8";"    19.4";"     4.5";"     0.9";"     1.9";"     5.1";"     2.5";"     0.6";"     2.6";"     5.6";"     1.1";"     2.3";"     9.0";"    19.2";"     1.1";"     2.6";"     9.9";"    20.9";"     4.2";"     2.0";"     5.5";"    21.4";"     1.0";"     1.8";"     6.3";"    13.6";"     1.2";"     1.1";"     3.9";"     8.3";"     1.0";"     1.3";"     4.0";"     8.6";"     4.4";"     1.0";"     2.1";"     4.2";"     4.4";"     1.0";"     2.1";"     4.2";"     6.8";"     0.5";"     0.9";"     1.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.9";"     7.0";"    11.0";"     3.1";"     5.5";"    61.4";"     6.7";"     0.3";"     1.1";"     3.6";"     8.1";"     0.4";"     0.9";"     2.8";"    33.3";"     8.1";"     0.4";"     0.8";"     1.9";"     7.6";"     7.8";"     5.9";"     1.8";"     5.8";"    26.8";"     3.8"
"415";"CR09  ";"2021JJ00";"     1.5";"     0.7";"     2.8";"     4.7";"     4.6";"     1.5";"     6.3";"     0.5";"     0.9";"     2.4";"     7.1";"     0.5";"     0.8";"     1.3";"       .";"       .";"       .";"       .";"       .";"     1.3";"     1.3";"     4.8";"     7.5";"     1.2";"     4.1";"    14.5";"    22.1";"     5.4";"     0.6";"     1.1";"     3.8";"     3.1";"     1.4";"     5.5";"     7.9";"     1.2";"     3.0";"    12.2";"    18.3";"     1.3";"     3.8";"    14.4";"    21.5";"     3.1";"     1.7";"     5.0";"    22.8";"     0.9";"     2.1";"     8.4";"    14.4";"     1.1";"     1.9";"     7.5";"    12.4";"     1.0";"     1.5";"     5.8";"    10.3";"     4.3";"     2.5";"     4.1";"     6.5";"     4.3";"     2.3";"     3.8";"     6.0";"     4.6";"     0.9";"     1.4";"     2.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     6.0";"    16.3";"     2.6";"     5.6";"    44.2";"     6.7";"     0.4";"     1.5";"     6.2";"     5.7";"     0.9";"     1.3";"     2.3";"    13.2";"     6.4";"     0.5";"     0.8";"     1.2";"    14.1";"     9.2";"     4.6";"     2.0";"     6.3";"    37.3";"     3.1"
"431";"CR10  ";"2021JJ00";"     1.4";"     0.8";"     4.0";"     7.1";"     9.0";"     1.6";"     6.0";"     0.6";"     1.0";"     3.4";"    10.6";"     0.3";"     0.5";"     1.2";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.3";"     6.6";"    11.8";"     1.1";"     4.4";"    20.9";"    36.0";"     3.0";"     1.3";"     2.6";"     8.9";"     2.2";"     1.6";"     8.5";"    15.0";"     1.1";"     3.2";"    17.5";"    30.7";"     1.1";"     5.0";"    27.5";"    49.1";"     3.0";"     3.5";"     6.8";"    21.9";"     0.8";"     2.4";"    12.2";"    23.8";"     0.9";"     2.1";"    10.1";"    19.6";"     0.8";"     1.8";"     8.0";"    14.8";"     3.2";"     3.3";"     6.4";"     9.6";"     3.3";"     2.6";"     4.9";"     7.5";"     4.6";"     1.9";"     3.6";"     5.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     4.9";"    13.3";"     1.8";"     5.1";"    32.1";"     6.2";"     0.6";"     2.0";"     9.6";"     5.7";"     1.4";"     1.8";"     4.8";"    14.4";"     7.5";"     0.5";"     0.7";"     2.1";"    13.6";"     5.3";"     6.9";"     2.0";"     5.9";"    36.3";"     2.4"
"447";"CR11  ";"2021JJ00";"     1.2";"     1.0";"     5.5";"     9.1";"    13.8";"     1.3";"     4.8";"     0.7";"     0.9";"     3.5";"     7.9";"     0.6";"     0.6";"     1.7";"       .";"       .";"       .";"       .";"       .";"     1.1";"     1.7";"     8.0";"    13.1";"     0.9";"     5.4";"    27.1";"    44.1";"     3.1";"     1.1";"     2.3";"    10.8";"     1.9";"     1.7";"     9.1";"    14.0";"     1.1";"     5.4";"    28.7";"    44.7";"     0.8";"     5.7";"    30.3";"    49.5";"     3.7";"     4.6";"     8.4";"    30.8";"     0.8";"     2.6";"    13.4";"    23.6";"     0.8";"     2.1";"    10.7";"    19.5";"     0.8";"     1.7";"     8.3";"    14.3";"     3.0";"     2.9";"     4.1";"     7.2";"     3.2";"     1.5";"     2.2";"     4.3";"     3.4";"     1.1";"     1.5";"     2.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     2.5";"     7.9";"     1.7";"     3.9";"     9.4";"     4.5";"     1.6";"     3.3";"    12.1";"     4.6";"     1.5";"     2.2";"     6.5";"     8.2";"     5.3";"     0.6";"     0.8";"     3.1";"    14.3";"     3.3";"     4.3";"     1.0";"     5.1";"    38.2";"     2.4"
"463";"CR12  ";"2021JJ00";"     1.2";"     1.1";"     6.2";"    11.2";"     7.6";"     1.3";"     4.6";"     0.8";"     1.8";"     5.7";"     8.2";"     0.4";"     0.7";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.8";"     9.2";"    16.8";"     0.8";"     5.5";"    27.3";"    47.6";"     2.3";"     1.5";"     4.1";"    12.5";"     1.4";"     2.3";"    13.9";"    22.9";"     0.8";"     4.3";"    25.3";"    44.0";"     0.8";"     5.1";"    30.5";"    52.0";"     2.6";"     3.3";"     9.8";"    35.4";"     0.7";"     1.9";"    10.5";"    20.5";"     0.8";"     1.8";"     9.6";"    18.5";"     0.7";"     1.8";"     8.8";"    16.9";"     2.0";"     3.1";"     5.9";"    11.7";"     2.3";"     2.7";"     5.1";"    10.1";"     3.9";"     1.3";"     2.5";"     4.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     3.6";"     8.0";"     1.9";"     3.3";"    15.6";"     3.4";"     1.3";"     3.6";"    12.5";"     4.4";"     2.0";"     4.0";"    10.0";"    14.1";"     7.8";"     0.7";"     1.5";"     3.2";"    11.7";"     3.4";"     5.9";"     2.4";"     6.7";"    22.8";"     2.1"
"479";"CR13  ";"2021JJ00";"     1.2";"     0.9";"     4.6";"     8.9";"     8.2";"     1.3";"     5.0";"     0.9";"     1.9";"     5.3";"     9.3";"     0.3";"     0.6";"     1.4";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.5";"     7.5";"    14.5";"     0.9";"     4.6";"    22.3";"    42.3";"     2.4";"     1.8";"     4.1";"    12.1";"     1.5";"     1.6";"     9.3";"    17.6";"     0.9";"     3.6";"    20.5";"    38.6";"     1.0";"     4.5";"    24.7";"    46.2";"     2.6";"     4.1";"    12.9";"    42.3";"     0.8";"     2.3";"    12.6";"    25.6";"     0.8";"     1.9";"    10.2";"    21.2";"     0.8";"     2.0";"    10.1";"    20.3";"     2.6";"     2.6";"     4.7";"     9.7";"     2.6";"     2.1";"     3.9";"     8.0";"     3.7";"     1.1";"     2.1";"     4.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     3.8";"    11.6";"     1.9";"     3.6";"    25.4";"     3.2";"     1.3";"     3.5";"    13.8";"     6.4";"     1.0";"     2.0";"     6.5";"     8.3";"     7.8";"     0.5";"     0.9";"     2.8";"     7.9";"     4.0";"     4.7";"     2.4";"     6.7";"    41.1";"     1.9"
"495";"CR14  ";"2021JJ00";"     1.3";"     1.0";"     3.2";"     5.1";"     7.9";"     1.6";"     6.6";"     0.5";"     1.1";"     3.8";"     9.3";"     0.3";"     0.6";"     1.6";"       .";"       .";"       .";"       .";"       .";"     1.2";"     1.4";"     4.6";"     7.0";"     1.0";"     4.3";"    14.5";"    22.4";"     2.7";"     1.0";"     2.7";"    11.5";"     2.0";"     1.4";"     5.5";"     8.7";"     1.1";"     2.9";"    11.1";"    17.5";"     1.0";"     3.5";"    13.7";"    21.8";"     2.6";"     2.6";"     8.7";"    30.9";"     0.9";"     1.6";"     6.1";"    10.6";"     1.0";"     1.4";"     5.7";"     9.7";"     0.9";"     1.4";"     5.1";"     8.9";"     3.2";"     2.0";"     3.1";"     6.4";"     3.2";"     1.8";"     2.8";"     5.9";"     4.7";"     1.0";"     1.5";"     3.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.2";"     4.5";"    23.1";"     2.1";"     3.9";"    33.1";"     3.9";"     1.2";"     2.7";"    10.3";"     5.8";"     0.7";"     1.5";"     5.8";"    29.0";"     8.9";"     0.5";"     0.9";"     2.8";"     8.1";"     5.4";"     8.2";"     0.9";"     2.9";"    22.8";"     2.2"
